attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,31928538,0,,awesome,5,FRA1518,"Excellente enseignante, les Powerpoints expliquent bien, parfois ceux en classe ont plus d'info que ce qu'elle met sur brightspace. Les grilles d'&eacute;valuation sont extr&ecirc;ments claires, les tests peuvent &ecirc;tre plus durs car les questions sont parfois tr&egrave;s sp&eacute;cifiques mais elle met des questions bonus.",05/21/2019,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1558477804000,Yes,1452,Yes,,A+,"['Clear grading criteria', 'Gives good feedback', 'Accessible outside class']",people,people
