attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,average,average,0,30072784,0,,average,3,POL3544,"c'est explication en classe aide &agrave; mieux comprendre mais tu t'en sortirais ok m&ecirc;me si tu va pas au cours, je n'ai pas fait les lectures tandis qu'elles sotn obligatoire, la carte muette mystere c'est d'identifier des pays d'Afrique il en avait choisi 10 au hazard, facile si tu m&eacute;morise la carte enti&egrave;re. dissertation de 12 pages. et exam maison.",05/11/2018,3.0,3.0,,3,N/A,3.0,3.0,1,No,1526047165000,Yes,1452,Yes,,B+,[],people,people
