attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,0,32478420,0,,awesome,5,LIN2301,"Incredibly smart; really knows what she's talking about. Very kind with grading, I'm a third year but I think this class could benefit first-years who are still new to University-level coursework. Open to classroom discussion and dialogue. Show up to class and put in some effort and you should have a decent grade.",11/26/2019,2.0,2.0,,5,N/A,5.0,5.0,1,No,1574735891000,Yes,1452,Yes,,N/A,[],people,people
