attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,poor,good,0,31639068,0,,awesome,5,POL3535,"Mme Cardinal est une des meilleures professeures de l'&eacute;cole de science politique francophones &agrave; uOttawa. Lectures ne sont pas obligatoires, mais 10% de la note est attribu&eacute;e &agrave; la pr&eacute;sence et &agrave; la participation. 2 travaux &agrave; remettre en classe ne sont pas difficiles &agrave; faire. Elle comprends le stress que vivent les &eacute;tudiants et essait de l'all&eacute;ger.",04/21/2019,1.0,1.0,,5,N/A,5.0,5.0,1,No,1555888540000,Yes,1452,No,,A,"['Participation matters', 'Caring', 'Accessible outside class']",people,people
