attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,good,average,good,0,35567375,0,online,awesome,5,ADM2720,"Excellente professeure, elle maitrise tr&egrave;s bien la mati&egrave;re. c'est sa premi&egrave;re ann&eacute;e &agrave; Telfer. Tr&egrave;s comp&eacute;tente . Elle explique bien et le cours est bien organis&eacute;. on ne s'ennuie pas dans le cours. Il faut travailler un peu pour r&eacute;ussir la mati&egrave;re mais c'est faisable !",12/17/2021,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1639704716000,Yes,1452,Yes,,Not sure yet,"['Respected', 'Group projects', 'Get ready to read']",people,people
