attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,1,31360496,0,,awesome,5,SCS1550,"Professeur Sophie est merveilleuse, un peu stricte mais tr&egrave;s empathique. Elle est d&eacute;di&eacute;e &agrave; ses etudiants et &agrave; son travail. Je sens comment son cours ma aid&eacute; &agrave; g&eacute;rer mon temps et ameliorer mon exp&eacute;rience universitaire.",02/17/2019,3.0,3.0,,5,N/A,5.0,5.0,1,No,1550379276000,Yes,1452,Yes,,Not sure yet,"['Gives good feedback', 'Respected', 'Inspirational']",people,person
