attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,average,average,0,23975899,0,,poor,2,CVG3140,He is an okay professor--; Lectures can be interesting,12/07/2014,3.0,3.0,,2,Really into it,2.0,2.0,1,No,1417966652000,N/A,1452,Yes,,N/A,[],people,people
