attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,good,good,0,33437490,0,,awesome,5,FRA1746,"Mme Bouchard est non seulement une excellente professeurs mais aussi dune humanit&eacute; exemplaire. Elle a l'humilit&eacute; de sa grandeur d'&acirc;me et de connaissances. SI tous les profs. &eacute;taient comme elle, lapprentissage serait plus un plaisir quune corv&eacute;e. Mme Bouchard, Montaigne, Petrarque et tant dautres, gr&acirc;ce &agrave; vous je men souviens encore. Merci.",06/15/2020,4.0,4.0,,5,N/A,5.0,5.0,1,Yes,1592248426000,Yes,1452,Yes,,A-,"['Get ready to read', 'Caring']",people,people
Mandatory,average,average,average,0,28697825,0,,average,3,FRA1746,"Il est facile de se perdre pendant ses cours, mais tout ce qui est important reste clair et ses tests sont faciles! &Agrave; prendre absolument.",09/26/2017,2.0,2.0,,3,N/A,3.0,3.0,1,Yes,1506430013000,Yes,1452,Yes,,A,"['Gives good feedback', 'Respected']",people,people
Mandatory,good,average,good,0,28593499,0,,awesome,5,FRA3571,"Prof Bouchard est extrêmement érudite, passionnée et généreuse. Son style d'enseignement est difficile à comprendre et cela peut être frustrant. Elle part sur des tangentes, ce qui rend la préparation aux examens un peu difficile. Je suggère d'organiser ses notes après chaque cours et cerner les notions clés. Revisiter le plan de cours  succès !!!",08/07/2017,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1502139615000,Yes,1452,Yes,,A+,"['Caring', 'Inspirational']",people,people
Mandatory,average,average,average,0,27811656,0,,average,3,FRA1746,Elle connait bien sa matière mais elle enseigne de façon pèle-mêle; il faut absolument réorganiser ses notes par la suite. Elle n'accepte pas que l'on utilise des ordinateurs en classe et chaque faute d'orthographe est pénalisée. Il y a beaucoup de lectures à faire (5 romans +1 recueil de lectures) et beaucoup de tests/travaux qui y sont associés.,02/07/2017,3.0,3.0,,3,N/A,3.0,3.0,1,Yes,1486493352000,No,1452,Yes,,N/A,"['Participation matters', 'Get ready to read']",people,people
Mandatory,average,good,average,0,27721168,0,,poor,2,FRA1746,She is a very tough grader. Would not recommend her at all. Don't take this class if you don't have to.,01/12/2017,4.0,4.0,,2,N/A,2.0,2.0,1,No,1484222273000,No,1452,Yes,,Not sure yet,"['Tough grader', 'Get ready to read']",people,people
Mandatory,good,average,good,0,27348776,0,,good,4,FRA1746,"Bonne prof. Elle connait sa matière de A à Z. Le seul hic c'est qu'elle parle beaucoup et n'écrit pas tout sur ses PPTs, alors ''skip class, you won't pass''. Charmante et disponible en dehors des classes pour des questions auxquelles elle répondra avec clarté. Unpeu monotone mais vocabulaire très riche. Je la reprendrais pour un autre cours.",12/06/2016,2.0,2.0,,4,N/A,4.0,4.0,1,Yes,1481025261000,Yes,1452,Yes,,N/A,"['Accessible outside class', 'Clear grading criteria']",people,people
Not Mandatory,average,average,average,0,26014556,0,,good,3,FRA1746,"Brillante, éloquente, fascinante. Je dois admettre que j'ai mis un certain temps à m'adapter à son rythme, car elle va très en profondeur sur certains sujets pointus et ce, sans trop d'ordre. Il est mieux de tout noter au fur et à mesure que ça se dit et on peut réorganiser ses notes par la suite. J'ai énormément appris avec elle. Excellente!",01/31/2016,3.0,3.0,,4,Really into it,3.5,3.5,1,Yes,1454277333000,Yes,1452,Yes,,A,"['Caring', 'Get ready to read']",people,people
Mandatory,poor,good,poor,0,25929920,1,,awful,1,MDV2500,"It's not that she's a tough grader, it's that her grading makes no sense? A few spelling errors on your midterm? Docked 20% despite the fact it's a history class. However, despite the fact grammar is 20%, having a well-thought out thesis on my paper was only worth 3% (even though she made comments about how good it was)/ Terrible classes too.",01/12/2016,5.0,5.0,,1,Low,1.0,1.0,1,Yes,1452631892000,N/A,1452,N/A,,N/A,[],person,people
Not Mandatory,average,good,average,0,23922620,0,,poor,2,FRA1746,Elle est moins pire que je pensais. Je n'aime pas le fait qu'elle enlève des .1 ou .35 ou autres pointages comme ça mais j'aime le fait qu'elle évalue selon ce qu'on écrit et ce n'est pas comme si tu pars de 100% et tu descends à chaque mauvaise réponse. Les cours sont très longs par contre. Je ne reprendrais pas de cours avec elle mais elleEstBien,12/02/2014,4.0,4.0,,2,Meh,2.0,2.0,1,Yes,1417524558000,N/A,1452,Yes,,B+,['Get ready to read'],people,people
N/A,good,average,good,0,22840668,1,,awesome,5,FRA1746,"Toujours prête à aider ses élèves, elle est très gentille et passionnée par sa matière.",02/13/2014,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1392317615000,N/A,1452,N/A,,N/A,[],person,people
