attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,average,average,0,34580044,0,online,poor,2,EDU5590,"Je ne prendrais pas un autre cours avec ce professeur. Il changeait les dates d'&eacute;ch&eacute;ance sans consulter les &eacute;tudiants, en plus de modifier les attentes encore sans le consentement des &eacute;tudiants inscrits et bien apr&egrave;s le d&eacute;but du cours. Ses r&eacute;troactions sont peu claires. Dommage qu'il ne sache pas communiquer la mati&egrave;re de mani&egrave;re efficace.",04/20/2021,3.0,3.0,,2,N/A,2.0,2.0,1,Yes,1618899945000,No,1452,Yes,,A,"['Graded by few things', 'Tough grader', 'Get ready to read']",people,people
