attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,average,good,average,0,35748236,0,,average,3,DRC1503,"Cours tr&egrave;s difficile, mais professeur tr&egrave;s passionn&eacute;e. A &eacute;t&eacute; tr&egrave;s hautaine envers des &eacute;lev&eacute;s a deux reprises devant tout le monde. Il y a possibilit&eacute; d'aller chercher des points en faisant le travail pour des points boni. Les examens sont tr&egrave;s subtils.",01/13/2022,5.0,5.0,,3,N/A,3.0,3.0,1,No,1642092612000,Yes,1452,Yes,,A,[],people,people
Mandatory,poor,good,poor,0,35597908,0,online,awful,1,DRC1503,i hated their class and horrible exams,12/19/2021,5.0,5.0,,1,N/A,1.0,1.0,1,No,1639939771000,No,1452,Yes,,Not sure yet,"['Test heavy', 'Lecture heavy']",people,people
Mandatory,average,good,average,0,34272607,0,,poor,2,DRC1503,"Professeure tr&egrave;s hautaine. Il n'existe que sa version et sa version seulement. Ne perdez pas votre temps &agrave; essayer de la comprendre, elle n'assume pas ses erreurs. &Agrave; une reprise elle a rabaiss&eacute;e une &eacute;l&egrave;ve. Manque grossier de professionnalisme et de p&eacute;dagogie. J'esp&egrave;re ne pas la recroiser au cours de mes &eacute;tudes.",01/13/2021,5.0,5.0,,2,N/A,2.0,2.0,1,No,1610564078000,No,1452,Yes,,A-,['Tough grader'],people,people
Mandatory,good,good,good,0,31200003,0,,good,4,DRC1503,"A good professor. Balances out her colleague who teaches the class with her. Responsive outside of class. If you have any questions on the material go to her, not the other prof. Heavy exams with high expectations but she basically tells you what questions are gonna be on the exam. Doable but not easy.",01/04/2019,4.0,4.0,,4,N/A,4.0,4.0,1,No,1546619431000,Yes,1452,Yes,,N/A,"['Accessible outside class', 'Test heavy']",people,people
N/A,average,average,average,2,25975651,0,,average,3,DRC1503,"Préparez-vous pour du vomissage! Afin de bien faire, il faut faire 3 choses: 1. Il faut absolument prendre en note tout ce quelle dit. 2. Il faut mémoriser chaque mot quelle dit. 3. À lexamen, il faut cracher tout ce dont on a mémorisé sur une feuille. Une compréhension plus approfondie de la matière ne vous aidera pas, les cours sont corrects.",01/21/2016,2.0,2.0,,3,Really into it,3.0,3.0,1,No,1453381832000,N/A,1452,Yes,,N/A,['Tough grader'],people,people
Mandatory,good,average,good,1,24307131,0,,awesome,5,DRC1503,très précise dans ses attentes pour les réponses d'examen. elle donne beaucoup de question dans le cours qui vont se retrouver à l'examen.,01/19/2015,2.0,2.0,,5,It's my life,5.0,5.0,1,Yes,1421695753000,N/A,1452,N/A,,A,"['Amazing lectures ', 'Gives good feedback']",people,person
Mandatory,good,average,good,0,24272229,0,,awesome,5,1503,"Excellente oratrice et professeure. De plus, elle donne plusieurs questions susceptibles de se retrouver à l'examen! ",01/12/2015,2.0,2.0,,4,It's my life,4.5,4.5,1,No,1421063070000,N/A,1452,Yes,,A+,[],people,people
Mandatory,good,good,good,0,23282728,1,,awesome,5,CML1705,"C'est une prof très passionnée et passionnante. J'adore son cours de Droit, histoire et société. Cependant, si on utilise les mauvais mots, on peut échouer son examen...tout comme le procès d'un citoyen romain échouait s'il disait la mauvaise formule....Je suis tout de même impatiente d'avoir un autre cours avec elle.",05/20/2014,4.0,4.0,,4,It's my life,4.5,4.5,1,Yes,1400546741000,N/A,1452,N/A,,N/A,[],person,people
N/A,good,good,good,0,22761426,0,,awesome,5,DRC1503,"Totalement passionnée par sa matière elle rend le cours vraiment intéressant. Les examens sont difficiles, il faut apprendre tout par coeur (expressions exactes), mais  cela s'apprend bien. Je dois préciser que nous devons écrire/taper à la vitesse de la lumière pour tout prendre en note, le cours va très vite, j'en sortais essoufflée.",01/16/2014,5.0,5.0,,5,It's my life,5.0,5.0,1,Yes,1389880691000,N/A,1452,N/A,,N/A,[],people,people
N/A,average,good,average,0,21256645,0,,average,3,DRCLAW,"Elle est passionnée par son travail et très callée en histoire, par contre il faut savoir l'expression exacte pour avoir tous nos points dans l'examen. Les examens sont difficiles et elle est sévère. Aucun support visuel et aucune lecture pour faciliter l'apprentissage. Elle est gentille et adore enseigner, ça paraît dans son attitude!",01/14/2013,5.0,5.0,,3,Sorta interested,3.0,3.0,1,No,1358171452000,N/A,1452,N/A,,N/A,[],people,people
