attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,32904227,0,,awesome,5,ANT4701,"Marie-Eve est probablement une des meilleures professeures que j'ai eu pendant mon baccalaur&eacute;at. Elle est extr&ecirc;mement comp&eacute;tente et rend les cours int&eacute;ressants, mais n'est jamais hautaine. Elle contribue &agrave; peaufiner notre argumentaire sans nous faire sentir inf&eacute;rieur. Cours &agrave; 8h30 mais elle a r&eacute;ussi &agrave; me garder r&eacute;veiller: un exploit!",02/11/2020,3.0,3.0,,5,N/A,5.0,5.0,1,Yes,1581458269000,Yes,1452,Yes,,Not sure yet,"['Get ready to read', 'Gives good feedback', 'Amazing lectures ']",people,people
