attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,average,poor,average,0,29492117,0,,average,3,FRA2780,"Ce prof peut &ecirc;tre plate puisqu'il n'utilise pas d'aide visuel. De plus, lorsqu'il a un travail &agrave; remettre il faut faire certain de lui demander &agrave; propos de ses attentes aux travaux puisqu'il n'est pas vraiment clair. Par contre, ses travaux sont facile et l'examen final est extr&ecirc;mement similaire aux travaux.",01/23/2018,1.0,1.0,,3,N/A,3.0,3.0,1,No,1516708953000,Yes,1452,Yes,,A,[],people,people
Not Mandatory,good,average,good,1,29468890,0,,good,4,FRA1748,He is incredibly insightful and hillarious only you will need to ask him about the grading criteria a lot in order to understand what he is asking for because he will rarely tell you precisely what he expects.,01/17/2018,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1516216787000,Yes,1452,Yes,,A-,"['Hilarious', 'Tough grader', 'Get ready to read']",people,person
Mandatory,average,average,average,1,29435891,0,,poor,2,FRA2780,"Le professeur fait beaucoup d'allusions sexuelles inutiles et d&eacute;plac&eacute;es. Ses &eacute;valuations sont faciles, mais il donne peu d'information AVANT la remise. Il ne semble pas organis&eacute; et ce que son assistante dit est inutile.",01/11/2018,2.0,2.0,,2,N/A,2.0,2.0,1,No,1515672828000,No,1452,Yes,,A,['Graded by few things'],people,person
Not Mandatory,average,poor,average,0,29146955,0,,poor,2,FRA2780,"Honn&ecirc;tement ce prof a beaucoup d'exp&eacute;rience dans le domaine de litt&eacute;rature. Il a un style vraiment old school, quand il corrige les travaux ses commentaires sont difficiles &agrave; comprendre. Il est temps qu'il prenne sa retraite.",12/12/2017,1.0,1.0,,2,N/A,2.0,2.0,1,Yes,1513052600000,No,1452,Yes,,Not sure yet,"['Tough grader', 'Lecture heavy']",people,people
Mandatory,poor,average,poor,0,28911594,0,,awful,1,FRA1748,Ce prof est vraiment un des pires. Il parle sans arr&ecirc;t de sujets qui n'ont aucun rapport au cours et donne peu d'information pour les travaux. Il est tr&egrave;s impoli et manque de respect. Les travaux sont tr&egrave;s facile mais seulement si tu les fais exactement comme il les veut. Il enl&egrave;ve 10% si il a m&ecirc;me une erreur de grammaire.,11/15/2017,2.0,2.0,,1,N/A,1.0,1.0,1,No,1510788591000,No,1452,Yes,,B+,"['Get ready to read', 'Tough grader']",people,people
Not Mandatory,average,average,average,2,28873489,0,,average,3,FRA2780,"Il y a 2 questions de 35% chaques et un examen final de 30%. Iambert connais beaucoup, il passe toute la p&eacute;riode &agrave; parler sans se fatigu&eacute;. Les travaux semble facile &agrave; faire mais la r&eacute;alit&eacute; c'est que tu ne peux pas les faire sans te rendre au cours puisque qu'il dit TOUT en classe, surtout le cours avant la date d'&eacute;ch&eacute;ance.",11/10/2017,3.0,3.0,,3,N/A,3.0,3.0,1,No,1510347942000,No,1452,Yes,,Not sure yet,"['Lecture heavy', 'Inspirational']",people,people
N/A,average,average,average,1,28697834,0,,poor,2,FRA1748,"Il ya seulement deux travaux qui comptent pour 70% de la note. Ils sont FACILES et courts. Les cours sont ennuyants et longs, mais il est facile de s'en sortir avec une bonne note. Aller au cours ne peut qu'aider, mais sauter un cours de temps &agrave; autre n'est pas la fin du monde.",09/26/2017,2.0,2.0,,2,N/A,2.0,2.0,1,Yes,1506430173000,No,1452,Yes,,A,[],people,person
Not Mandatory,good,average,good,1,28258614,0,,good,4,FRA1748,"On dirait que ce prof excentrique a tout lu, ce qui est une belle qualité, surtout pour un prof de littérature. Il est très intelligent, mais est aussi drôle et n'a pas peur d'aborder des sujets que certains profs n'oseraient pas aborder. Certains le trouvent ennuyant, mais je ne suis pas d'accord: je le trouve au contraire fascinant à écouter.",05/09/2017,3.0,3.0,,4,N/A,4.0,4.0,1,Yes,1494332515000,Yes,1452,Yes,,A,"['Get ready to read', 'Hilarious', 'Graded by few things']",people,person
Not Mandatory,average,poor,average,0,28002961,0,,average,3,FRA1748,"Honnêtement, les cours magistraux sont inutiles au cours. Il ne fait que parler pendant 3 heures sur des sujets n'ayant aucun rapport au travaux... La matière est intéressante mais très répétitive. Il a un très gros ego et ne fait que le rappeler. Il n'utilise pas blackboard. C'est une classe très facile.",04/05/2017,1.0,1.0,,3,N/A,3.0,3.0,1,Yes,1491426539000,No,1452,Yes,,A,"['Lecture heavy', 'Get ready to read', 'Respected']",people,people
Not Mandatory,good,poor,good,0,27919423,0,,awesome,5,FRA4761,"Selon moi, Patrick Imbert est un excellent professeur. Sa façon d'enseigner quelque peu hétérodoxe. En effet, aucune indication quant aux examens finaux, et un minimum d'informations pour les dissertations. Si vous savez bien écrire, vous aurez A +. Professeur charismatique. Donne beaucoup d'informations intéressantes mais superfétatoires.",03/18/2017,1.0,1.0,,5,N/A,5.0,5.0,1,No,1489866401000,Yes,1452,Yes,,A+,"['Accessible outside class', 'Hilarious', 'Caring']",people,people
