attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,poor,average,poor,0,32811912,0,,awful,1,MCG4328,Take the class with Nganbe if you can. She is so disorganized and unclear in lectures. Exams are all based on Nganbe's. Study his past finals and you'll be fine.,01/08/2020,3.0,3.0,,1,N/A,1.0,1.0,1,No,1578513200000,No,1452,Yes,,A,[],people,people
Not Mandatory,poor,good,poor,0,32255104,0,,awful,1,MCG5119,this part is fail because of this this is fail fail fail stop this crack and i watch crime petrol. now you go break.,10/01/2019,5.0,5.0,,1,N/A,1.0,1.0,1,No,1569889975000,No,1452,No,,A+,"['Hilarious', 'Amazing lectures ', 'Lecture heavy']",people,people
Not Mandatory,poor,good,poor,0,32255083,0,,awful,1,MCG5236,watch crime petrol and you'll pass,10/01/2019,5.0,5.0,,1,N/A,1.0,1.0,1,No,1569889657000,No,1452,No,,WD,"['Get ready to read', 'Respected', 'Graded by few things']",people,people
Mandatory,average,average,average,0,32255057,0,,poor,2,MCG5119,skip classes you will fail,10/01/2019,2.0,2.0,,2,N/A,2.0,2.0,1,Yes,1569889103000,Yes,1452,Yes,,A-,"['Lecture heavy', 'Tough grader']",people,people
Mandatory,poor,average,poor,0,32255045,0,,awful,1,MCG5362,classes go really slow and the there is lot of things written on the black board,10/01/2019,3.0,3.0,,1,N/A,1.0,1.0,1,Yes,1569888831000,Yes,1452,Yes,,A-,"['Tough grader', 'Lecture heavy', 'Beware of pop quizzes']",people,people
Mandatory,poor,average,poor,2,31655683,0,,awful,1,MCG5364,"I took computational metallurgy from her. The content was worse than undergrad metallurgy course. Had no use of any sort of computation, all theory. She is not compliant at all. If you really wanna learn something don't take this course.",04/23/2019,3.0,3.0,,1,N/A,1.0,1.0,1,No,1556053620000,No,1452,No,,N/A,[],people,people
Mandatory,good,average,good,5,29736258,17,,awesome,5,MECH3700,Has a very good knowledge of the course and his excellent at teaching the course material to the students. Definitely recommended. Her exams are fair and lectures are worth attending.,04/03/2018,2.0,2.0,,5,N/A,5.0,5.0,1,No,1522780662000,Yes,1452,Yes,,N/A,"['Caring', 'Respected', 'Amazing lectures ']",people,people
Not Mandatory,poor,average,poor,8,29461578,4,,awful,1,MCG5362,"Lecture notes are trash and lecture PPTs are even worst. Write and write from the board. There is not even discussion in the lecture. No clear definitions, no explanation of fundamentals and inadequate answers to questions. Exams are easy if you can cram the lecture notes. Must attend the lectures for notes (only!).",01/16/2018,3.0,3.0,,1,N/A,1.0,1.0,1,No,1516122896000,No,1452,Yes,,B+,['Get ready to read'],people,people
Mandatory,average,average,average,1,29177808,3,,average,3,MCG5119,"Dr. Bano is an underrated prof in the department. She is a little strict, but that is needed due to the giant mass of rambunctious students who often choose her classes. It is essential to write down everything she puts on the board, plus what she says in class, and go to lecture. There are no tricks in this class. Fair marker.",12/13/2017,3.0,3.0,,3,N/A,3.0,3.0,1,No,1513177178000,Yes,1452,Yes,,A,['Clear grading criteria'],people,person
Not Mandatory,average,average,average,2,27975388,3,,poor,2,MCG5362,"Attending her classes his really important, because the slides she uploads contain mostly theory. Everything important she writes on the chalkboard in class, which is why her notes are essential for quizzes, midterm and final. In my experience her notes are a mess with no structure. Therefore, studying for exams can be quite frustrating.",03/31/2017,3.0,3.0,,2,N/A,2.0,2.0,1,No,1490962192000,No,1452,Yes,,A,"['Group projects', 'Accessible outside class', 'Clear grading criteria']",people,people
