attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rTimestamp,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,good,good,0,33318514,0,,awesome,5,APA2701,Oh lord... where would I be without Jo&euml;l. He is very passionate about his teaching and makes sure that the material is well discussed and provided plenty of real life practical experience - from his own training and from coaching other people - in form of group discussion. He's a straight OG and I wouldn't take anyone other than him!,05/17/2020,4.0,4.0,,5,N/A,5.0,5.0,1,No,1589745919000,Yes,1452,Yes,,A-,"['Hilarious', 'Caring', 'Gives good feedback']",people,people
